order_id,user_id,product_id,category,rating,sentiment,review_date
ORD123295,1535,P0004,Laptop & Accessory,5,positive,2026-05-13
ORD108419,3366,P0010,Laptop & Accessory,4,positive,2026-01-26
ORD116197,699,P0004,Laptop & Accessory,5,positive,2026-08-09
ORD110235,2747,P0031,Household,4,positive,2026-07-15
ORD100929,1272,P0011,Laptop & Accessory,4,positive,2025-11-18
ORD118283,2155,P0063,Grocery,4,positive,2026-03-02
ORD103775,4287,P0009,Laptop & Accessory,5,positive,2025-12-31
ORD112970,1167,P0015,Mobile Phone,5,positive,2025-10-28
ORD114953,717,P0042,Fashion,3,neutral,2026-04-23
ORD103903,4167,P0041,Fashion,4,positive,2026-01-28
ORD120649,3848,P0013,Mobile Phone,4,positive,2025-11-11
ORD123577,1858,P0026,Household,4,positive,2025-08-04
ORD114788,5,P0066,Grocery,3,neutral,2026-02-01
ORD125894,3225,P0018,Mobile Phone,5,positive,2025-11-11
ORD118161,694,P0015,Mobile Phone,4,positive,2026-01-15
ORD107876,2648,P0010,Laptop & Accessory,4,positive,2025-11-11
ORD108754,4299,P0013,Mobile Phone,4,positive,2026-07-01
ORD125272,82,P0004,Laptop & Accessory,4,positive,2025-11-15
ORD116203,1042,P0038,Fashion,3,neutral,2025-10-06
ORD119612,3407,P0010,Laptop & Accessory,4,positive,2025-12-09
ORD107259,952,P0010,Laptop & Accessory,5,positive,2026-02-14
ORD101291,3205,P0031,Household,5,positive,2026-01-17
ORD113641,2472,P0049,Others,4,positive,2025-11-17
ORD115718,947,P0008,Laptop & Accessory,3,neutral,2025-11-17
ORD118066,3693,P0021,Mobile Phone,5,positive,2026-08-05
ORD113467,2507,P0024,Mobile Phone,5,positive,2026-05-18
ORD120176,1167,P0018,Mobile Phone,3,neutral,2025-10-08
ORD108714,1335,P0050,Others,4,positive,2026-03-27
ORD125852,4114,P0048,Fashion,3,neutral,2025-11-09
ORD113753,1539,P0059,Others,5,positive,2026-06-16
ORD116163,1669,P0011,Laptop & Accessory,4,positive,2025-11-27
ORD104490,1350,P0010,Laptop & Accessory,5,positive,2025-09-12
ORD120993,2110,P0018,Mobile Phone,5,positive,2025-09-03
ORD100483,3483,P0035,Household,3,neutral,2025-11-15
ORD121833,1147,P0023,Mobile Phone,4,positive,2026-08-01
ORD115295,1966,P0037,Fashion,4,positive,2026-03-24
ORD114076,284,P0010,Laptop & Accessory,4,positive,2026-03-22
ORD104002,497,P0069,Grocery,4,positive,2026-08-21
ORD116833,2965,P0046,Fashion,4,positive,2025-08-11
ORD104975,1377,P0003,Laptop & Accessory,4,positive,2026-04-29
ORD124059,344,P0010,Laptop & Accessory,4,positive,2026-05-13
ORD123707,554,P0046,Fashion,4,positive,2025-12-29
ORD116325,3506,P0052,Others,3,neutral,2026-02-04
ORD124964,2006,P0010,Laptop & Accessory,5,positive,2026-02-02
ORD113483,1022,P0018,Mobile Phone,5,positive,2025-09-01
ORD119450,3369,P0014,Mobile Phone,5,positive,2026-08-04
ORD106909,1596,P0011,Laptop & Accessory,5,positive,2026-09-01
ORD110647,338,P0046,Fashion,4,positive,2025-11-04
ORD124086,1309,P0045,Fashion,3,neutral,2025-11-25
ORD109348,615,P0003,Laptop & Accessory,5,positive,2026-04-16
ORD114265,2140,P0023,Mobile Phone,4,positive,2026-04-26
ORD120785,2622,P0010,Laptop & Accessory,5,positive,2026-05-23
ORD104437,972,P0042,Fashion,3,neutral,2025-09-30
ORD119185,2116,P0010,Laptop & Accessory,4,positive,2026-07-31
ORD116243,2482,P0051,Others,5,positive,2025-11-21
ORD112986,1162,P0041,Fashion,4,positive,2026-02-20
ORD100434,1069,P0015,Mobile Phone,4,positive,2025-12-21
ORD101910,3106,P0011,Laptop & Accessory,4,positive,2025-11-22
ORD113931,2935,P0032,Household,4,positive,2026-07-23
ORD100231,2652,P0001,Laptop & Accessory,5,positive,2026-03-28
ORD109280,745,P0050,Others,4,positive,2025-09-08
ORD121443,2139,P0024,Mobile Phone,5,positive,2026-06-20
ORD115631,3782,P0018,Mobile Phone,3,neutral,2025-10-30
ORD123267,2221,P0010,Laptop & Accessory,4,positive,2025-11-12
ORD121268,4059,P0041,Fashion,4,positive,2026-03-21
ORD119509,958,P0038,Fashion,4,positive,2026-03-10
ORD103657,669,P0004,Laptop & Accessory,3,neutral,2025-09-28
ORD110421,3972,P0028,Household,4,positive,2026-07-14
ORD110661,545,P0069,Grocery,4,positive,2026-02-03
ORD110765,2584,P0070,Grocery,4,positive,2025-11-12
ORD106895,3750,P0018,Mobile Phone,3,neutral,2026-03-15
ORD111397,336,P0001,Laptop & Accessory,5,positive,2026-06-12
ORD115385,826,P0007,Laptop & Accessory,4,positive,2025-11-05
ORD116149,4131,P0017,Mobile Phone,4,positive,2025-08-20
ORD121226,1351,P0010,Laptop & Accessory,5,positive,2025-08-15
ORD124771,4403,P0048,Fashion,3,neutral,2026-06-15
ORD124860,2744,P0018,Mobile Phone,4,positive,2025-12-05
ORD105202,2390,P0014,Mobile Phone,5,positive,2025-10-10
ORD104893,168,P0010,Laptop & Accessory,3,neutral,2026-06-22
ORD102713,187,P0008,Laptop & Accessory,4,positive,2026-05-06
ORD107213,321,P0023,Mobile Phone,3,neutral,2026-07-30
ORD120076,2456,P0015,Mobile Phone,5,positive,2025-12-10
ORD103844,1954,P0026,Household,5,positive,2026-08-17
ORD121330,283,P0005,Laptop & Accessory,4,positive,2026-08-07
ORD110362,381,P0041,Fashion,3,neutral,2025-11-11
ORD101331,588,P0009,Laptop & Accessory,4,positive,2026-06-01
ORD108425,3639,P0021,Mobile Phone,4,positive,2026-08-27
ORD114101,2432,P0006,Laptop & Accessory,4,positive,2026-05-17
ORD108216,992,P0038,Fashion,4,positive,2026-07-09
ORD121248,1225,P0005,Laptop & Accessory,2,negative,2025-09-27
ORD118086,4040,P0033,Household,4,positive,2025-11-04
ORD124959,397,P0037,Fashion,4,positive,2026-03-18
ORD105902,3570,P0036,Household,5,positive,2026-06-30
ORD101252,1638,P0020,Mobile Phone,4,positive,2026-05-18
ORD100544,2418,P0001,Laptop & Accessory,4,positive,2026-05-13
ORD106435,1748,P0003,Laptop & Accessory,5,positive,2026-08-27
ORD117193,3818,P0004,Laptop & Accessory,4,positive,2026-05-21
ORD116770,2577,P0003,Laptop & Accessory,3,neutral,2025-09-23
ORD104879,2995,P0037,Fashion,5,positive,2026-03-02
ORD123398,3062,P0018,Mobile Phone,4,positive,2026-06-30
ORD117046,1566,P0010,Laptop & Accessory,3,neutral,2025-09-27
ORD108665,3064,P0018,Mobile Phone,5,positive,2026-08-04
ORD105177,1801,P0006,Laptop & Accessory,5,positive,2026-01-19
ORD112300,456,P0006,Laptop & Accessory,3,neutral,2026-02-10
ORD100961,497,P0029,Household,4,positive,2025-12-05
ORD112535,3663,P0021,Mobile Phone,3,neutral,2025-10-02
ORD121291,1924,P0049,Others,4,positive,2026-04-06
ORD116812,118,P0037,Fashion,3,neutral,2026-03-14
ORD120663,1350,P0010,Laptop & Accessory,5,positive,2025-11-05
ORD108206,1690,P0018,Mobile Phone,4,positive,2026-04-17
ORD105130,2385,P0018,Mobile Phone,3,neutral,2026-05-19
ORD111102,2224,P0012,Laptop & Accessory,5,positive,2026-05-04
ORD102762,1024,P0005,Laptop & Accessory,4,positive,2026-05-15
ORD118017,4086,P0003,Laptop & Accessory,4,positive,2026-05-30
ORD105846,2674,P0006,Laptop & Accessory,4,positive,2025-10-14
ORD112767,4454,P0001,Laptop & Accessory,5,positive,2026-03-26
ORD120863,3197,P0069,Grocery,3,neutral,2026-02-06
ORD122480,640,P0022,Mobile Phone,4,positive,2026-02-16
ORD121709,1159,P0039,Fashion,3,neutral,2025-08-12
ORD123294,1013,P0032,Household,4,positive,2026-07-08
ORD105240,4194,P0024,Mobile Phone,5,positive,2025-10-24
ORD104308,370,P0059,Others,3,neutral,2026-05-23
ORD122115,2029,P0017,Mobile Phone,4,positive,2025-11-18
ORD103394,731,P0002,Laptop & Accessory,4,positive,2026-04-17
ORD116314,2341,P0019,Mobile Phone,5,positive,2026-03-10
ORD117460,4269,P0029,Household,5,positive,2026-06-24
ORD111366,3962,P0017,Mobile Phone,3,neutral,2025-11-19
ORD106872,4184,P0027,Household,5,positive,2025-10-26
ORD117584,789,P0010,Laptop & Accessory,4,positive,2026-03-13
ORD122153,4197,P0045,Fashion,4,positive,2026-07-12
ORD109607,1056,P0062,Grocery,4,positive,2026-01-12
ORD105023,1546,P0016,Mobile Phone,5,positive,2026-03-06
ORD112757,1092,P0032,Household,4,positive,2026-06-23
ORD120587,2198,P0062,Grocery,5,positive,2026-05-29
ORD113543,488,P0040,Fashion,5,positive,2025-12-30
ORD122924,1132,P0038,Fashion,4,positive,2026-05-23
ORD102094,1032,P0006,Laptop & Accessory,4,positive,2026-08-30
ORD115094,1875,P0010,Laptop & Accessory,5,positive,2026-03-22
ORD100114,4308,P0020,Mobile Phone,4,positive,2026-05-24
ORD120213,607,P0010,Laptop & Accessory,4,positive,2025-08-20
ORD115193,3339,P0018,Mobile Phone,5,positive,2025-10-10
ORD108194,722,P0045,Fashion,5,positive,2026-05-01
ORD124220,3613,P0016,Mobile Phone,5,positive,2026-01-31
ORD117056,2116,P0006,Laptop & Accessory,4,positive,2026-01-06
ORD119356,2089,P0013,Mobile Phone,4,positive,2026-06-27
ORD111209,99,P0008,Laptop & Accessory,4,positive,2026-05-05
ORD101086,2220,P0053,Others,3,neutral,2026-06-02
ORD101064,598,P0048,Fashion,5,positive,2025-12-01
ORD121357,1585,P0002,Laptop & Accessory,4,positive,2025-11-10
ORD107373,1703,P0018,Mobile Phone,4,positive,2026-01-07
ORD125903,60,P0023,Mobile Phone,5,positive,2026-01-22
ORD113564,3238,P0031,Household,4,positive,2025-12-20
ORD103402,3659,P0018,Mobile Phone,4,positive,2025-11-18
ORD118556,2137,P0031,Household,4,positive,2025-11-07
ORD122150,929,P0043,Fashion,4,positive,2025-12-30
ORD117102,209,P0010,Laptop & Accessory,4,positive,2025-12-13
ORD122659,2528,P0017,Mobile Phone,3,neutral,2026-06-18
ORD100078,3730,P0032,Household,4,positive,2026-06-23
ORD101786,2648,P0031,Household,4,positive,2026-08-11
ORD124495,2269,P0018,Mobile Phone,5,positive,2026-08-02
ORD124028,2627,P0006,Laptop & Accessory,5,positive,2026-01-11
ORD107106,1759,P0004,Laptop & Accessory,4,positive,2025-12-17
ORD117630,766,P0010,Laptop & Accessory,4,positive,2026-07-27
ORD123315,2851,P0062,Grocery,5,positive,2026-07-16
ORD123471,1633,P0006,Laptop & Accessory,5,positive,2025-11-18
ORD115291,456,P0010,Laptop & Accessory,4,positive,2026-05-02
ORD103929,3846,P0071,Grocery,4,positive,2025-11-10
ORD122668,516,P0013,Mobile Phone,3,neutral,2025-09-09
ORD114907,4335,P0010,Laptop & Accessory,5,positive,2026-06-16
ORD100905,2914,P0039,Fashion,5,positive,2025-09-24
ORD122066,1083,P0010,Laptop & Accessory,4,positive,2026-02-17
ORD108066,342,P0006,Laptop & Accessory,4,positive,2025-12-17
ORD113175,325,P0018,Mobile Phone,3,neutral,2026-07-03
ORD120875,3434,P0027,Household,5,positive,2026-08-22
ORD103809,4538,P0006,Laptop & Accessory,4,positive,2026-08-08
ORD125811,3370,P0038,Fashion,4,positive,2025-10-06
ORD124464,2064,P0018,Mobile Phone,3,neutral,2026-03-22
ORD117259,2158,P0012,Laptop & Accessory,4,positive,2026-04-17
ORD115214,1546,P0002,Laptop & Accessory,3,neutral,2026-06-15
ORD117426,668,P0037,Fashion,4,positive,2026-02-06
ORD107242,69,P0046,Fashion,4,positive,2025-09-24
ORD104565,1633,P0070,Grocery,4,positive,2026-09-01
ORD114508,2041,P0019,Mobile Phone,4,positive,2025-10-18
ORD103797,282,P0050,Others,3,neutral,2025-08-23
ORD113647,387,P0019,Mobile Phone,5,positive,2026-01-07
ORD104245,3562,P0018,Mobile Phone,4,positive,2025-12-27
ORD106180,2883,P0029,Household,4,positive,2026-06-15
ORD124760,4439,P0002,Laptop & Accessory,5,positive,2026-03-23
ORD124163,2911,P0035,Household,5,positive,2025-12-25
ORD120520,338,P0034,Household,3,neutral,2026-04-29
ORD125027,2903,P0029,Household,4,positive,2025-11-26
ORD121270,1102,P0010,Laptop & Accessory,4,positive,2026-05-17
ORD121787,2978,P0018,Mobile Phone,5,positive,2025-08-16
ORD103893,4323,P0009,Laptop & Accessory,4,positive,2026-02-13
ORD106709,2768,P0001,Laptop & Accessory,4,positive,2025-10-21
ORD107305,639,P0004,Laptop & Accessory,4,positive,2025-11-28
ORD108098,613,P0001,Laptop & Accessory,5,positive,2025-11-04
ORD119845,1634,P0035,Household,5,positive,2025-08-24
ORD106825,2103,P0058,Others,3,neutral,2025-11-03
ORD124645,3673,P0011,Laptop & Accessory,3,neutral,2025-11-11
ORD125095,653,P0057,Others,4,positive,2026-04-12
ORD100458,3279,P0010,Laptop & Accessory,4,positive,2026-03-20
ORD119716,3228,P0010,Laptop & Accessory,5,positive,2025-09-15
ORD122580,4041,P0012,Laptop & Accessory,5,positive,2026-08-23
ORD115576,2182,P0007,Laptop & Accessory,5,positive,2026-08-05
ORD124931,4111,P0038,Fashion,4,positive,2026-01-15
ORD109535,1167,P0014,Mobile Phone,4,positive,2026-07-14
ORD124231,568,P0016,Mobile Phone,4,positive,2026-07-25
ORD101169,345,P0010,Laptop & Accessory,5,positive,2025-08-22
ORD115458,2387,P0029,Household,4,positive,2025-10-21
ORD117628,589,P0048,Fashion,4,positive,2026-05-31
ORD123025,1779,P0018,Mobile Phone,4,positive,2025-12-16
ORD112601,318,P0069,Grocery,3,neutral,2026-06-23
ORD102431,1459,P0010,Laptop & Accessory,4,positive,2026-06-16
ORD123932,474,P0037,Fashion,4,positive,2025-11-08
ORD117580,4431,P0027,Household,4,positive,2026-08-04
ORD121572,147,P0041,Fashion,3,neutral,2026-06-21
ORD123528,4222,P0027,Household,4,positive,2026-02-17
ORD120016,402,P0040,Fashion,3,neutral,2026-04-13
ORD115601,494,P0019,Mobile Phone,4,positive,2025-12-29
ORD123007,4109,P0037,Fashion,3,neutral,2026-06-10
ORD125235,4032,P0010,Laptop & Accessory,4,positive,2025-08-23
ORD120325,2183,P0010,Laptop & Accessory,4,positive,2025-12-07
ORD105597,3582,P0035,Household,3,neutral,2026-05-15
ORD115886,3005,P0015,Mobile Phone,3,neutral,2025-11-16
ORD102035,3467,P0031,Household,5,positive,2026-06-10
ORD107417,1400,P0002,Laptop & Accessory,5,positive,2026-03-12
ORD106860,3555,P0020,Mobile Phone,3,neutral,2025-11-06
ORD120980,935,P0011,Laptop & Accessory,5,positive,2025-11-09
ORD112326,3215,P0057,Others,4,positive,2025-09-10
ORD120666,3990,P0024,Mobile Phone,5,positive,2026-06-16
ORD123750,1344,P0064,Grocery,4,positive,2026-01-28
ORD100868,986,P0010,Laptop & Accessory,5,positive,2026-08-22
ORD113774,3912,P0002,Laptop & Accessory,4,positive,2026-05-20
ORD119709,2331,P0015,Mobile Phone,4,positive,2026-04-01
ORD113786,293,P0006,Laptop & Accessory,5,positive,2026-04-27
ORD119712,4203,P0014,Mobile Phone,3,neutral,2026-04-06
ORD121927,2578,P0010,Laptop & Accessory,4,positive,2025-11-08
ORD113585,3903,P0013,Mobile Phone,3,neutral,2026-06-10
ORD108785,414,P0004,Laptop & Accessory,3,neutral,2025-11-09
ORD119649,205,P0020,Mobile Phone,4,positive,2026-01-31
ORD118603,3903,P0023,Mobile Phone,4,positive,2026-06-16
ORD111574,1457,P0009,Laptop & Accessory,4,positive,2026-05-15
ORD115502,558,P0010,Laptop & Accessory,3,neutral,2026-01-28
ORD111006,2578,P0018,Mobile Phone,5,positive,2025-09-08
ORD116626,2301,P0046,Fashion,4,positive,2025-11-15
ORD108483,79,P0033,Household,4,positive,2025-09-24
ORD119281,2598,P0057,Others,5,positive,2026-06-22
ORD109035,1911,P0029,Household,3,neutral,2025-11-24
ORD110335,4204,P0013,Mobile Phone,4,positive,2025-11-05
ORD111584,4235,P0025,Household,4,positive,2026-06-06
ORD101299,363,P0006,Laptop & Accessory,3,neutral,2025-11-12
ORD116637,2468,P0056,Others,3,neutral,2026-04-03
ORD111805,829,P0006,Laptop & Accessory,4,positive,2026-01-12
ORD113319,2036,P0015,Mobile Phone,4,positive,2026-01-16
ORD114805,2059,P0022,Mobile Phone,5,positive,2026-07-18
ORD103193,2440,P0012,Laptop & Accessory,4,positive,2025-09-19
ORD118359,904,P0008,Laptop & Accessory,5,positive,2026-02-10
ORD120760,2469,P0022,Mobile Phone,4,positive,2025-09-17
ORD105035,1329,P0045,Fashion,4,positive,2025-09-01
ORD109863,2002,P0008,Laptop & Accessory,5,positive,2026-05-14
ORD120384,3960,P0017,Mobile Phone,4,positive,2026-04-08
ORD107905,541,P0005,Laptop & Accessory,4,positive,2026-03-12
ORD111138,2844,P0026,Household,4,positive,2026-01-18
ORD102984,1671,P0001,Laptop & Accessory,5,positive,2026-06-05
ORD110539,471,P0066,Grocery,4,positive,2026-01-20
ORD119470,2865,P0013,Mobile Phone,4,positive,2026-01-24
ORD124832,465,P0067,Grocery,4,positive,2026-07-07
ORD101251,176,P0007,Laptop & Accessory,4,positive,2025-11-06
ORD122293,1815,P0014,Mobile Phone,4,positive,2026-06-06
ORD111970,3613,P0015,Mobile Phone,4,positive,2025-08-09
ORD113014,4132,P0053,Others,4,positive,2026-01-15
ORD100599,548,P0023,Mobile Phone,3,neutral,2026-07-16
ORD104381,460,P0048,Fashion,5,positive,2025-10-26
ORD113218,1147,P0013,Mobile Phone,4,positive,2026-06-20
ORD120983,126,P0011,Laptop & Accessory,5,positive,2026-04-07
ORD108209,2416,P0017,Mobile Phone,4,positive,2026-02-28
ORD108898,474,P0029,Household,4,positive,2026-01-05
ORD125942,1487,P0010,Laptop & Accessory,4,positive,2025-08-19
ORD105709,740,P0039,Fashion,4,positive,2025-10-21
ORD121041,3944,P0017,Mobile Phone,4,positive,2026-08-26
ORD124118,705,P0010,Laptop & Accessory,4,positive,2026-04-21
ORD121307,4322,P0018,Mobile Phone,4,positive,2026-08-26
ORD105712,770,P0010,Laptop & Accessory,3,neutral,2026-07-07
ORD112278,254,P0016,Mobile Phone,4,positive,2026-04-11
ORD122389,130,P0005,Laptop & Accessory,4,positive,2026-03-04
ORD115112,2779,P0016,Mobile Phone,4,positive,2026-03-12
ORD102174,3898,P0002,Laptop & Accessory,3,neutral,2026-03-19
ORD101771,2766,P0010,Laptop & Accessory,4,positive,2026-05-05
ORD113266,3227,P0004,Laptop & Accessory,5,positive,2025-11-11
ORD100646,2369,P0010,Laptop & Accessory,3,neutral,2026-06-13
ORD109196,2595,P0046,Fashion,4,positive,2025-11-09
ORD102725,73,P0019,Mobile Phone,4,positive,2025-11-06
ORD115188,4028,P0023,Mobile Phone,5,positive,2026-03-03
ORD112849,259,P0069,Grocery,4,positive,2025-08-05
ORD106366,4193,P0019,Mobile Phone,4,positive,2026-05-30
ORD121727,3106,P0010,Laptop & Accessory,5,positive,2026-02-18
ORD107667,1754,P0013,Mobile Phone,4,positive,2026-05-12
ORD125031,2489,P0010,Laptop & Accessory,4,positive,2026-07-22
ORD118478,2386,P0059,Others,5,positive,2026-01-29
ORD103485,1813,P0023,Mobile Phone,4,positive,2025-11-08
ORD105087,1061,P0015,Mobile Phone,4,positive,2025-11-20
ORD107972,2647,P0019,Mobile Phone,4,positive,2026-04-02
ORD117242,174,P0003,Laptop & Accessory,5,positive,2026-04-20
ORD105069,2990,P0018,Mobile Phone,5,positive,2025-09-24
ORD114254,1344,P0046,Fashion,5,positive,2025-11-18
ORD109308,3178,P0035,Household,4,positive,2025-09-12
ORD107142,2011,P0043,Fashion,4,positive,2025-11-12
ORD117456,4481,P0010,Laptop & Accessory,4,positive,2025-12-17
ORD112506,49,P0006,Laptop & Accessory,2,negative,2025-08-15
ORD105162,2078,P0019,Mobile Phone,4,positive,2025-11-05
ORD124148,2324,P0007,Laptop & Accessory,5,positive,2026-01-13
ORD113226,1916,P0013,Mobile Phone,4,positive,2025-12-19
ORD108918,1790,P0010,Laptop & Accessory,5,positive,2025-08-15
ORD101418,1004,P0045,Fashion,4,positive,2026-08-25
ORD120840,2924,P0033,Household,4,positive,2026-06-28
ORD101498,768,P0029,Household,4,positive,2025-11-15
ORD104039,4115,P0029,Household,4,positive,2025-09-05
ORD116386,805,P0001,Laptop & Accessory,5,positive,2025-10-01
ORD102047,3029,P0006,Laptop & Accessory,4,positive,2025-09-15
ORD122995,280,P0046,Fashion,4,positive,2026-03-28
ORD100091,2927,P0029,Household,4,positive,2026-04-09
ORD107139,4230,P0035,Household,4,positive,2025-12-13
ORD121157,266,P0010,Laptop & Accessory,4,positive,2025-10-24
ORD124784,3292,P0010,Laptop & Accessory,5,positive,2026-08-11
ORD109370,89,P0003,Laptop & Accessory,4,positive,2025-11-18
ORD115563,1339,P0006,Laptop & Accessory,5,positive,2025-12-18
ORD103027,216,P0010,Laptop & Accessory,5,positive,2025-11-15
ORD107806,2559,P0020,Mobile Phone,4,positive,2026-08-08
ORD119494,4239,P0037,Fashion,5,positive,2025-11-29
ORD113337,3572,P0006,Laptop & Accessory,5,positive,2026-08-18
ORD100327,932,P0046,Fashion,4,positive,2026-08-28
ORD124418,489,P0018,Mobile Phone,3,neutral,2025-12-20
ORD114092,1224,P0018,Mobile Phone,5,positive,2025-12-31
ORD106174,1225,P0026,Household,4,positive,2025-10-06
ORD107621,483,P0022,Mobile Phone,4,positive,2026-05-16
ORD101495,1138,P0065,Grocery,5,positive,2025-12-12
ORD125678,3828,P0010,Laptop & Accessory,3,neutral,2026-05-20
ORD110336,25,P0037,Fashion,5,positive,2026-07-30
ORD119822,3223,P0010,Laptop & Accessory,4,positive,2025-10-09
ORD108382,324,P0006,Laptop & Accessory,5,positive,2026-01-01
ORD105910,2447,P0018,Mobile Phone,4,positive,2025-11-09
ORD118143,2117,P0038,Fashion,5,positive,2025-09-28
ORD114385,56,P0010,Laptop & Accessory,5,positive,2026-07-03
ORD120962,2011,P0038,Fashion,4,positive,2025-08-12
ORD110699,1427,P0040,Fashion,4,positive,2026-08-16
ORD115334,1077,P0007,Laptop & Accessory,4,positive,2026-05-07
ORD107912,1231,P0018,Mobile Phone,5,positive,2026-03-26
ORD109360,334,P0022,Mobile Phone,3,neutral,2025-10-09
ORD113172,616,P0065,Grocery,4,positive,2026-02-03
ORD120083,839,P0010,Laptop & Accessory,3,neutral,2025-10-08
ORD103363,1844,P0021,Mobile Phone,4,positive,2025-09-06
ORD101670,1965,P0032,Household,5,positive,2025-10-01
ORD110474,945,P0010,Laptop & Accessory,5,positive,2026-07-06
ORD120831,3125,P0055,Others,4,positive,2026-02-23
ORD115394,1357,P0052,Others,4,positive,2025-10-11
ORD101060,546,P0010,Laptop & Accessory,4,positive,2025-10-31
ORD107346,2841,P0005,Laptop & Accessory,4,positive,2025-09-28
ORD116262,4365,P0026,Household,4,positive,2026-05-27
ORD109063,2159,P0006,Laptop & Accessory,5,positive,2026-07-29
ORD116220,1498,P0022,Mobile Phone,2,negative,2026-01-17
ORD120821,2351,P0021,Mobile Phone,4,positive,2026-05-31
ORD123962,3976,P0003,Laptop & Accessory,2,negative,2026-08-31
ORD109166,3599,P0057,Others,5,positive,2026-01-31
ORD101596,2013,P0010,Laptop & Accessory,4,positive,2026-05-27
ORD102237,679,P0006,Laptop & Accessory,5,positive,2026-06-15
ORD103025,3755,P0028,Household,4,positive,2026-03-05
ORD102479,2624,P0024,Mobile Phone,4,positive,2025-10-19
ORD117919,1115,P0069,Grocery,4,positive,2025-10-23
ORD125159,784,P0034,Household,3,neutral,2026-01-28
ORD123854,96,P0006,Laptop & Accessory,4,positive,2026-03-22
ORD105082,687,P0006,Laptop & Accessory,4,positive,2025-11-11
ORD111316,30,P0070,Grocery,5,positive,2025-08-31
ORD105841,636,P0008,Laptop & Accessory,3,neutral,2026-03-09
ORD120567,2602,P0020,Mobile Phone,4,positive,2026-01-21
ORD101269,3867,P0019,Mobile Phone,3,neutral,2025-08-27
ORD112731,637,P0055,Others,4,positive,2026-02-11
ORD101999,1188,P0056,Others,4,positive,2025-09-13
ORD113239,1781,P0015,Mobile Phone,4,positive,2026-03-08
ORD106594,731,P0009,Laptop & Accessory,4,positive,2025-10-20
ORD111337,4269,P0031,Household,5,positive,2025-09-24
ORD123757,3112,P0032,Household,4,positive,2026-03-04
ORD122576,2587,P0052,Others,4,positive,2025-09-23
ORD115885,4016,P0008,Laptop & Accessory,3,neutral,2026-01-23
ORD122616,3055,P0004,Laptop & Accessory,4,positive,2025-08-27
ORD107091,2355,P0035,Household,5,positive,2026-06-14
ORD110593,4472,P0029,Household,4,positive,2026-08-03
ORD120732,920,P0031,Household,4,positive,2025-09-21
ORD123147,2619,P0038,Fashion,4,positive,2026-07-28
ORD115223,3757,P0024,Mobile Phone,4,positive,2026-03-30
ORD119541,3059,P0020,Mobile Phone,4,positive,2025-11-10
ORD123015,94,P0007,Laptop & Accessory,5,positive,2026-05-04
ORD105708,2446,P0008,Laptop & Accessory,5,positive,2026-03-04
ORD125319,3959,P0010,Laptop & Accessory,5,positive,2025-12-13
ORD123473,3034,P0006,Laptop & Accessory,5,positive,2026-03-18
ORD108320,2686,P0061,Grocery,4,positive,2025-09-24
ORD112789,220,P0040,Fashion,3,neutral,2026-03-12
ORD122964,2383,P0010,Laptop & Accessory,4,positive,2026-03-31
ORD106979,2285,P0022,Mobile Phone,3,neutral,2026-08-12
ORD116489,1241,P0007,Laptop & Accessory,3,neutral,2026-01-01
ORD112719,4419,P0013,Mobile Phone,4,positive,2025-11-12
ORD118894,4117,P0043,Fashion,5,positive,2025-09-28
ORD121728,2356,P0052,Others,5,positive,2025-11-01
ORD116971,3359,P0055,Others,3,neutral,2026-08-19
ORD110923,58,P0004,Laptop & Accessory,5,positive,2025-10-21
ORD112585,1718,P0021,Mobile Phone,3,neutral,2026-04-17
ORD113855,1643,P0005,Laptop & Accessory,4,positive,2026-05-03
ORD124281,1215,P0006,Laptop & Accessory,3,neutral,2025-11-01
ORD120823,495,P0006,Laptop & Accessory,4,positive,2026-01-06
ORD102971,13,P0029,Household,4,positive,2026-07-01
ORD100903,2996,P0020,Mobile Phone,4,positive,2026-07-10
ORD116828,1836,P0019,Mobile Phone,4,positive,2026-05-06
ORD107693,2202,P0019,Mobile Phone,5,positive,2025-12-03
ORD113589,1640,P0045,Fashion,3,neutral,2025-08-13
ORD119769,1125,P0037,Fashion,3,neutral,2026-01-07
ORD119484,2295,P0011,Laptop & Accessory,4,positive,2025-10-31
ORD123737,4380,P0008,Laptop & Accessory,4,positive,2026-08-16
ORD118184,2267,P0044,Fashion,5,positive,2026-05-28
ORD109536,3599,P0010,Laptop & Accessory,5,positive,2025-11-18
ORD111374,2331,P0018,Mobile Phone,5,positive,2025-12-31
ORD119597,3242,P0010,Laptop & Accessory,4,positive,2025-09-13
ORD102745,1447,P0054,Others,4,positive,2026-08-19
ORD108673,2580,P0011,Laptop & Accessory,5,positive,2025-08-20
ORD115588,1573,P0032,Household,3,neutral,2026-05-25
ORD108309,1240,P0004,Laptop & Accessory,5,positive,2026-06-21
ORD116102,3431,P0031,Household,3,neutral,2025-12-26
ORD118631,2638,P0010,Laptop & Accessory,4,positive,2026-07-16
ORD100523,141,P0024,Mobile Phone,4,positive,2025-12-28
ORD105715,1516,P0020,Mobile Phone,4,positive,2025-11-09
ORD125132,165,P0042,Fashion,5,positive,2026-02-02
ORD108547,1886,P0014,Mobile Phone,4,positive,2026-04-22
ORD122006,2872,P0013,Mobile Phone,2,negative,2025-08-24
ORD103334,3681,P0014,Mobile Phone,4,positive,2026-07-01
ORD118169,2206,P0018,Mobile Phone,5,positive,2025-11-12
