order_id,user_id,product_id,category,qty,unit_price,paid_amount,discount,order_date,channel,warehouse_dist,city_level,delivery_days,status
ORD105363,480,P0001,Laptop & Accessory,1,5624.0,5624.0,0.2,2026-05-29,App,15,1,1,delivered
ORD105364,1,P0037,Fashion,3,140.0,420.0,0.0,2026-05-04,App,6,3,2,delivered
ORD105365,1446,P0022,Mobile Phone,1,5715.0,5715.0,0.1,2025-12-10,MiniProgram,18,1,4,delivered
ORD105366,390,P0006,Laptop & Accessory,2,1436.4,2872.8,0.37,2025-11-15,App,25,1,4,delivered
ORD105367,2144,P0016,Mobile Phone,1,6630.0,6630.0,0.0,2026-05-12,MiniProgram,14,3,4,delivered
ORD105368,990,P0046,Fashion,3,100.0,300.0,0.0,2026-05-12,App,8,3,2,delivered
ORD105369,546,P0001,Laptop & Accessory,1,5624.0,5624.0,0.2,2026-08-07,App,14,3,3,delivered
ORD105370,4420,P0006,Laptop & Accessory,1,2280.0,2280.0,0.0,2026-03-05,App,26,3,3,delivered
ORD105371,1039,P0050,Others,3,297.0,891.0,0.1,2025-11-11,App,12,1,3,delivered
ORD105372,1406,P0013,Mobile Phone,2,1528.0,3056.0,0.2,2026-01-27,App,27,2,5,delivered
ORD105373,937,P0010,Laptop & Accessory,3,680.0,2040.0,0.0,2026-03-26,Web,17,3,4,delivered
ORD105374,3610,P0069,Grocery,3,10.0,30.0,0.0,2025-12-29,App,18,1,4,delivered
ORD105375,570,P0015,Mobile Phone,1,4248.0,4248.0,0.28,2026-06-12,MiniProgram,13,1,3,delivered
ORD105376,340,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-03-13,MiniProgram,8,3,3,delivered
ORD105377,3803,P0018,Mobile Phone,3,630.0,1890.0,0.4,2025-08-04,Web,14,1,2,delivered
ORD105378,542,P0018,Mobile Phone,2,945.0,1890.0,0.1,2026-03-06,App,26,1,3,delivered
ORD105379,3715,P0006,Laptop & Accessory,1,1596.0,1596.0,0.3,2026-04-04,App,6,3,3,delivered
ORD105380,2172,P0008,Laptop & Accessory,1,2704.0,2704.0,0.2,2026-07-21,App,13,1,3,delivered
ORD105381,3541,P0061,Grocery,3,170.0,510.0,0.0,2025-12-23,Web,13,3,3,delivered
ORD105382,179,P0010,Laptop & Accessory,3,680.0,2040.0,0.0,2026-03-08,MiniProgram,14,1,3,delivered
ORD105383,4277,P0029,Household,3,63.0,189.0,0.1,2026-01-21,App,15,1,4,delivered
ORD105384,951,P0009,Laptop & Accessory,1,7070.0,7070.0,0.0,2026-02-16,Web,18,3,3,delivered
ORD105385,153,P0047,Fashion,3,343.0,1029.0,0.3,2025-08-31,Web,10,3,3,delivered
ORD105386,3125,P0040,Fashion,3,414.0,1242.0,0.1,2026-07-13,App,26,3,5,delivered
ORD105387,533,P0020,Mobile Phone,1,4980.0,4980.0,0.0,2026-07-19,App,32,1,5,delivered
ORD105388,1091,P0031,Household,2,180.0,360.0,0.0,2026-02-23,App,6,1,3,delivered
ORD105389,2237,P0013,Mobile Phone,1,1719.0,1719.0,0.1,2026-02-28,Web,10,1,2,delivered
ORD105390,177,P0059,Others,3,104.0,312.0,0.2,2025-08-27,Web,8,1,2,delivered
ORD105391,581,P0010,Laptop & Accessory,3,476.0,1428.0,0.3,2026-03-19,App,36,1,5,delivered
ORD105392,1716,P0035,Household,4,189.0,756.0,0.3,2025-12-30,App,10,1,2,delivered
ORD105393,1432,P0002,Laptop & Accessory,1,5733.0,5733.0,0.1,2026-05-09,App,18,1,4,delivered
ORD105394,2082,P0015,Mobile Phone,1,5900.0,5900.0,0.0,2025-08-22,Web,21,1,3,delivered
ORD105395,2958,P0018,Mobile Phone,2,1050.0,2100.0,0.0,2026-05-10,Web,16,1,3,delivered
ORD105396,1097,P0031,Household,3,162.0,486.0,0.1,2025-11-10,App,31,2,5,delivered
ORD105397,1353,P0008,Laptop & Accessory,2,2028.0,4056.0,0.4,2026-04-12,App,12,1,4,delivered
ORD105398,827,P0045,Fashion,3,273.0,819.0,0.3,2026-04-01,MiniProgram,9,3,2,delivered
ORD105399,1057,P0015,Mobile Phone,1,4248.0,4248.0,0.28,2025-11-03,App,24,1,3,delivered
ORD105400,129,P0008,Laptop & Accessory,1,2704.0,2704.0,0.2,2026-01-05,App,9,3,4,delivered
ORD105401,2180,P0022,Mobile Phone,1,4000.5,4000.5,0.37,2026-06-19,App,12,1,2,delivered
ORD105402,515,P0042,Fashion,3,300.0,900.0,0.0,2026-03-22,Web,17,3,4,delivered
ORD105403,2877,P0029,Household,2,63.0,126.0,0.1,2025-09-01,Web,6,3,3,delivered
ORD105404,113,P0003,Laptop & Accessory,1,6228.0,6228.0,0.1,2026-01-06,MiniProgram,9,1,2,delivered
ORD105405,159,P0062,Grocery,4,63.0,252.0,0.1,2025-11-13,Web,35,1,6,delayed
ORD105406,905,P0001,Laptop & Accessory,1,4921.0,4921.0,0.3,2026-04-08,App,29,1,5,delivered
ORD105407,1494,P0021,Mobile Phone,1,3976.0,3976.0,0.3,2026-03-26,App,15,2,4,delivered
ORD105408,2725,P0008,Laptop & Accessory,1,2028.0,2028.0,0.4,2025-08-05,Web,13,3,4,delivered
ORD105409,2715,P0056,Others,2,225.0,450.0,0.1,2026-03-23,App,14,1,2,delivered
ORD105410,4339,P0029,Household,3,49.0,147.0,0.3,2026-05-21,Web,10,1,4,delivered
ORD105411,1093,P0031,Household,3,144.0,432.0,0.2,2026-06-06,MiniProgram,13,3,2,delivered
ORD105412,157,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2025-08-28,Web,17,3,4,delivered
ORD105413,3734,P0070,Grocery,3,93.6,280.8,0.28,2025-11-12,App,15,1,4,delivered
ORD105414,2963,P0031,Household,3,180.0,540.0,0.0,2025-12-27,Web,9,1,3,delivered
ORD105415,176,P0008,Laptop & Accessory,1,2366.0,2366.0,0.3,2025-10-22,App,8,1,2,delivered
ORD105416,216,P0008,Laptop & Accessory,1,3380.0,3380.0,0.0,2025-12-27,App,8,1,2,delivered
ORD105417,1674,P0006,Laptop & Accessory,2,1368.0,2736.0,0.4,2025-09-02,App,12,3,3,delivered
ORD105418,1062,P0029,Household,3,70.0,210.0,0.0,2025-09-21,App,14,1,4,delivered
ORD105419,2245,P0027,Household,3,364.0,1092.0,0.3,2026-04-20,Web,13,1,2,delivered
ORD105420,621,P0016,Mobile Phone,1,5967.0,5967.0,0.1,2025-11-08,Web,9,1,4,delivered
ORD105421,4258,P0071,Grocery,3,117.0,351.0,0.1,2026-05-10,MiniProgram,8,1,3,delivered
ORD105422,1825,P0018,Mobile Phone,3,1050.0,3150.0,0.0,2025-08-23,App,23,1,4,delivered
ORD105423,3049,P0010,Laptop & Accessory,2,544.0,1088.0,0.2,2026-03-02,App,13,3,4,delivered
ORD105424,335,P0010,Laptop & Accessory,3,544.0,1632.0,0.2,2025-12-13,App,30,3,6,delayed
ORD105425,2333,P0001,Laptop & Accessory,1,3796.2,3796.2,0.46,2026-06-13,App,15,3,3,delivered
ORD105426,3740,P0040,Fashion,3,289.8,869.4,0.37,2026-06-11,App,31,1,6,delayed
ORD105427,58,P0012,Laptop & Accessory,1,2464.0,2464.0,0.3,2025-12-06,App,10,3,1,delivered
ORD105428,2007,P0010,Laptop & Accessory,4,612.0,2448.0,0.1,2026-03-30,Web,25,3,4,delivered
ORD105429,705,P0069,Grocery,3,7.2,21.6,0.28,2025-11-03,Web,31,1,4,delivered
ORD105430,1679,P0009,Laptop & Accessory,1,4949.0,4949.0,0.3,2026-03-10,MiniProgram,15,1,3,delivered
ORD105431,3476,P0006,Laptop & Accessory,2,1596.0,3192.0,0.3,2025-09-07,App,22,3,5,delivered
ORD105432,2702,P0045,Fashion,3,351.0,1053.0,0.1,2026-01-02,Web,16,1,3,delivered
ORD105433,3068,P0021,Mobile Phone,1,5112.0,5112.0,0.1,2025-10-24,App,32,1,4,delivered
ORD105434,603,P0004,Laptop & Accessory,1,4220.0,4220.0,0.0,2026-07-06,Web,35,1,5,delivered
ORD105435,3589,P0046,Fashion,3,80.0,240.0,0.2,2026-01-07,App,23,3,4,delivered
ORD105436,2320,P0067,Grocery,3,30.0,90.0,0.4,2026-03-15,App,15,1,3,delivered
ORD105437,178,P0065,Grocery,3,16.2,48.6,0.46,2025-11-29,App,36,1,3,delivered
ORD105438,3736,P0043,Fashion,3,187.2,561.6,0.28,2025-11-10,App,26,1,3,delivered
ORD105439,142,P0019,Mobile Phone,1,4811.4,4811.4,0.19,2025-11-01,App,20,1,4,delivered
ORD105440,74,P0046,Fashion,3,90.0,270.0,0.1,2026-07-20,App,14,1,4,delivered
ORD105441,3595,P0039,Fashion,3,129.6,388.8,0.28,2026-06-13,App,7,1,4,delivered
ORD105442,30,P0061,Grocery,3,136.0,408.0,0.2,2025-10-01,Web,8,3,3,delivered
ORD105443,241,P0010,Laptop & Accessory,3,680.0,2040.0,0.0,2026-05-26,Web,9,3,3,delivered
ORD105444,42,P0037,Fashion,3,126.0,378.0,0.1,2025-12-26,MiniProgram,10,1,1,delivered
ORD105445,3798,P0017,Mobile Phone,1,4046.0,4046.0,0.3,2025-08-08,App,23,1,4,delivered
ORD105446,117,P0001,Laptop & Accessory,1,6327.0,6327.0,0.1,2026-02-14,App,31,1,5,delivered
ORD105447,1199,P0069,Grocery,3,9.0,27.0,0.1,2025-09-29,MiniProgram,15,1,3,delivered
ORD105448,616,P0053,Others,3,144.0,432.0,0.28,2025-11-01,Web,18,1,3,delivered
ORD105449,1062,P0033,Household,3,288.0,864.0,0.2,2026-05-03,App,14,1,4,delivered
ORD105450,927,P0012,Laptop & Accessory,1,2851.2,2851.2,0.19,2025-11-07,Web,14,1,3,delivered
ORD105451,3832,P0046,Fashion,3,90.0,270.0,0.1,2026-07-11,MiniProgram,16,1,3,delivered
ORD105452,3146,P0036,Household,3,462.0,1386.0,0.3,2026-04-15,Web,14,1,4,delivered
ORD105453,3819,P0006,Laptop & Accessory,2,1846.8,3693.6,0.19,2026-06-18,App,7,1,3,delivered
ORD105454,2900,P0003,Laptop & Accessory,1,6228.0,6228.0,0.1,2026-03-27,App,22,3,5,delivered
ORD105455,1033,P0054,Others,3,329.0,987.0,0.3,2026-06-30,Web,20,3,5,delivered
ORD105456,547,P0042,Fashion,4,243.0,972.0,0.19,2025-11-29,App,15,3,2,delivered
ORD105457,1929,P0018,Mobile Phone,2,735.0,1470.0,0.3,2026-02-24,App,6,1,2,delivered
ORD105458,1110,P0002,Laptop & Accessory,1,5733.0,5733.0,0.1,2026-02-08,App,15,2,2,delivered
ORD105459,2454,P0052,Others,3,280.0,840.0,0.2,2026-07-16,App,9,1,2,delivered
ORD105460,107,P0001,Laptop & Accessory,1,7030.0,7030.0,0.0,2025-10-15,MiniProgram,31,3,6,delayed
ORD105461,2859,P0026,Household,3,232.0,696.0,0.2,2026-03-09,App,32,1,4,delivered
ORD105462,951,P0002,Laptop & Accessory,1,6370.0,6370.0,0.0,2026-05-30,Web,18,3,4,delivered
ORD105463,1614,P0013,Mobile Phone,2,1910.0,3820.0,0.0,2025-12-03,App,8,1,2,delivered
ORD105464,4373,P0025,Household,2,770.0,1540.0,0.0,2026-06-29,App,8,3,3,delivered
ORD105465,612,P0003,Laptop & Accessory,1,6920.0,6920.0,0.0,2025-12-05,MiniProgram,13,1,2,delivered
ORD105466,315,P0003,Laptop & Accessory,1,5536.0,5536.0,0.2,2025-10-19,App,11,1,4,delivered
ORD105467,598,P0007,Laptop & Accessory,1,6000.0,6000.0,0.2,2026-03-12,App,29,1,4,delivered
ORD105468,1092,P0029,Household,4,56.0,224.0,0.2,2025-12-27,Web,7,2,3,delivered
ORD105469,1978,P0043,Fashion,3,208.0,624.0,0.2,2025-08-08,App,27,3,5,delivered
ORD105470,4383,P0034,Household,2,870.0,1740.0,0.0,2025-09-01,Web,19,3,5,delivered
ORD105471,3752,P0004,Laptop & Accessory,1,2954.0,2954.0,0.3,2025-10-30,App,7,1,1,delivered
ORD105472,2869,P0017,Mobile Phone,1,4624.0,4624.0,0.2,2026-06-06,App,25,1,3,delivered
ORD105473,2903,P0031,Household,3,180.0,540.0,0.0,2026-07-11,MiniProgram,12,2,2,delivered
ORD105474,898,P0006,Laptop & Accessory,1,2280.0,2280.0,0.0,2026-02-22,App,30,1,3,delivered
ORD105475,4032,P0005,Laptop & Accessory,1,5310.0,5310.0,0.1,2025-09-18,App,33,1,5,delivered
ORD105476,2006,P0010,Laptop & Accessory,2,680.0,1360.0,0.0,2026-02-17,App,8,3,4,delivered
ORD105477,487,P0012,Laptop & Accessory,1,3520.0,3520.0,0.0,2026-06-24,App,15,1,3,delivered
ORD105478,4183,P0026,Household,3,261.0,783.0,0.1,2026-05-28,App,14,3,4,delivered
ORD105479,1797,P0002,Laptop & Accessory,1,4586.4,4586.4,0.28,2025-11-11,App,17,3,5,delivered
ORD105480,472,P0059,Others,2,91.0,182.0,0.3,2025-09-27,App,14,1,2,delivered
ORD105481,2978,P0023,Mobile Phone,1,3437.0,3437.0,0.3,2026-07-14,Web,9,1,2,delivered
ORD105482,660,P0001,Laptop & Accessory,1,4921.0,4921.0,0.3,2026-06-23,Web,6,1,1,delivered
ORD105483,551,P0002,Laptop & Accessory,1,6370.0,6370.0,0.0,2025-08-25,App,23,3,6,delayed
ORD105484,803,P0005,Laptop & Accessory,1,3717.0,3717.0,0.37,2026-06-17,App,17,3,6,delayed
ORD105485,2173,P0021,Mobile Phone,1,5112.0,5112.0,0.1,2025-09-14,Web,7,1,4,delivered
ORD105486,933,P0021,Mobile Phone,1,5680.0,5680.0,0.0,2025-08-30,MiniProgram,9,1,3,delivered
ORD105487,111,P0037,Fashion,3,84.0,252.0,0.4,2026-05-31,App,34,3,6,delayed
ORD105488,1309,P0044,Fashion,3,351.0,1053.0,0.1,2026-02-18,Web,29,1,5,delivered
ORD105489,662,P0010,Laptop & Accessory,2,544.0,1088.0,0.2,2025-12-24,App,7,1,2,delivered
ORD105490,1822,P0008,Laptop & Accessory,1,3042.0,3042.0,0.1,2026-07-16,App,20,1,3,delivered
ORD105491,1606,P0010,Laptop & Accessory,2,612.0,1224.0,0.1,2026-06-19,MiniProgram,9,3,4,delivered
ORD105492,198,P0006,Laptop & Accessory,2,2280.0,4560.0,0.0,2025-08-27,Web,15,1,2,delivered
ORD105493,699,P0022,Mobile Phone,1,5715.0,5715.0,0.1,2026-03-27,Web,23,1,3,delivered
ORD105494,881,P0004,Laptop & Accessory,1,3376.0,3376.0,0.2,2026-06-07,App,6,1,2,delivered
ORD105495,1699,P0008,Laptop & Accessory,1,3380.0,3380.0,0.0,2026-02-25,App,17,1,2,delivered
ORD105496,3528,P0023,Mobile Phone,1,4910.0,4910.0,0.0,2026-08-22,App,9,1,2,delivered
ORD105497,620,P0044,Fashion,3,312.0,936.0,0.2,2026-04-28,MiniProgram,18,1,4,delivered
ORD105498,478,P0010,Laptop & Accessory,2,476.0,952.0,0.3,2025-09-17,App,13,3,3,delivered
ORD105499,4,P0012,Laptop & Accessory,2,2112.0,4224.0,0.4,2025-10-31,App,36,1,5,delivered
ORD105500,2287,P0023,Mobile Phone,1,4419.0,4419.0,0.1,2026-06-17,App,11,1,2,delivered
ORD105501,1022,P0044,Fashion,3,312.0,936.0,0.2,2026-08-28,App,12,1,4,delivered
ORD105502,2590,P0032,Household,3,333.0,999.0,0.1,2025-09-14,Web,27,3,4,delivered
ORD105503,2702,P0043,Fashion,3,234.0,702.0,0.1,2025-09-15,App,16,1,3,delivered
ORD105504,117,P0047,Fashion,3,392.0,1176.0,0.2,2026-06-03,MiniProgram,31,1,3,delivered
ORD105505,1425,P0025,Household,2,539.0,1078.0,0.3,2025-08-30,MiniProgram,6,1,2,delivered
ORD105506,4304,P0030,Household,3,396.0,1188.0,0.1,2025-09-01,App,14,1,4,delivered
ORD105507,841,P0004,Laptop & Accessory,1,4220.0,4220.0,0.0,2026-07-09,App,11,1,3,delivered
ORD105508,1927,P0004,Laptop & Accessory,1,3038.4,3038.4,0.28,2026-06-13,App,8,1,3,delivered
ORD105509,1990,P0004,Laptop & Accessory,1,2954.0,2954.0,0.3,2026-07-06,Web,30,1,3,delivered
ORD105510,768,P0004,Laptop & Accessory,1,4220.0,4220.0,0.0,2026-04-12,App,21,1,4,delivered
ORD105511,3216,P0003,Laptop & Accessory,1,5605.2,5605.2,0.19,2025-11-15,App,14,3,2,delivered
ORD105512,9,P0005,Laptop & Accessory,1,5310.0,5310.0,0.1,2026-07-18,App,36,1,5,delivered
ORD105513,641,P0018,Mobile Phone,2,850.5,1701.0,0.19,2025-11-12,Web,7,2,3,delivered
ORD105514,2229,P0003,Laptop & Accessory,1,6228.0,6228.0,0.1,2025-11-09,App,13,1,3,delivered
ORD105515,3975,P0013,Mobile Phone,2,1337.0,2674.0,0.3,2026-07-08,MiniProgram,10,1,3,delivered
ORD105516,22,P0020,Mobile Phone,1,4482.0,4482.0,0.1,2026-04-26,MiniProgram,23,1,3,delivered
ORD105517,2263,P0046,Fashion,4,80.0,320.0,0.2,2026-07-12,App,12,3,4,delivered
ORD105518,8,P0020,Mobile Phone,1,4482.0,4482.0,0.1,2025-10-11,Web,13,1,2,delivered
ORD105519,2360,P0013,Mobile Phone,1,1910.0,1910.0,0.0,2026-08-08,MiniProgram,7,1,3,delivered
ORD105520,1390,P0005,Laptop & Accessory,1,3540.0,3540.0,0.4,2026-03-25,Web,8,1,3,delivered
ORD105521,1476,P0015,Mobile Phone,1,5310.0,5310.0,0.1,2026-04-20,Web,9,1,5,delivered
ORD105522,4301,P0012,Laptop & Accessory,1,3168.0,3168.0,0.1,2026-07-21,App,8,1,3,delivered
ORD105523,2651,P0005,Laptop & Accessory,1,4720.0,4720.0,0.2,2025-12-08,Web,10,1,3,delivered
ORD105524,569,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-05-14,App,9,3,1,delivered
ORD105525,4514,P0025,Household,3,693.0,2079.0,0.1,2026-04-07,App,13,1,4,delivered
ORD105526,750,P0015,Mobile Phone,1,4779.0,4779.0,0.19,2026-06-11,App,7,1,2,delivered
ORD105527,2675,P0010,Laptop & Accessory,2,476.0,952.0,0.3,2026-07-13,App,14,2,4,delivered
ORD105528,2641,P0014,Mobile Phone,1,3983.0,3983.0,0.3,2026-04-25,App,9,2,1,delivered
ORD105529,3672,P0014,Mobile Phone,1,4552.0,4552.0,0.2,2025-08-31,App,10,1,3,delivered
ORD105530,1338,P0046,Fashion,3,80.0,240.0,0.2,2025-10-24,App,9,3,3,delivered
ORD105531,2741,P0057,Others,3,132.0,396.0,0.4,2026-08-08,App,9,2,1,delivered
ORD105532,2374,P0004,Laptop & Accessory,1,4220.0,4220.0,0.0,2026-08-15,MiniProgram,11,1,4,delivered
ORD105533,1485,P0020,Mobile Phone,1,3984.0,3984.0,0.2,2026-08-15,App,16,1,4,delivered
ORD105534,3968,P0041,Fashion,3,234.0,702.0,0.4,2025-08-17,Web,7,1,2,delivered
ORD105535,728,P0007,Laptop & Accessory,1,7500.0,7500.0,0.0,2025-12-09,MiniProgram,9,1,3,delivered
ORD105536,634,P0006,Laptop & Accessory,1,2280.0,2280.0,0.0,2026-06-01,App,35,1,4,delivered
ORD105537,2394,P0017,Mobile Phone,1,5202.0,5202.0,0.1,2026-05-29,App,7,1,2,delivered
ORD105538,556,P0018,Mobile Phone,2,1050.0,2100.0,0.0,2025-09-09,Web,13,1,4,delivered
ORD105539,3578,P0016,Mobile Phone,1,6630.0,6630.0,0.0,2026-03-24,Web,18,1,4,delivered
ORD105540,1057,P0052,Others,3,280.0,840.0,0.2,2025-10-05,Web,24,1,4,delivered
ORD105541,1431,P0046,Fashion,3,100.0,300.0,0.0,2026-01-29,App,6,1,2,delivered
ORD105542,2652,P0012,Laptop & Accessory,1,2851.2,2851.2,0.19,2025-11-05,App,12,3,3,delivered
ORD105543,3820,P0003,Laptop & Accessory,1,6228.0,6228.0,0.1,2025-08-25,App,18,3,4,delivered
ORD105544,2701,P0031,Household,3,162.0,486.0,0.1,2025-09-06,App,16,1,3,delivered
ORD105545,262,P0017,Mobile Phone,1,5780.0,5780.0,0.0,2026-07-19,Web,32,1,4,delivered
ORD105546,1052,P0010,Laptop & Accessory,2,544.0,1088.0,0.2,2026-05-25,App,18,1,4,delivered
ORD105547,3046,P0059,Others,3,91.0,273.0,0.3,2026-07-29,App,6,1,2,delivered
ORD105548,3927,P0014,Mobile Phone,1,5690.0,5690.0,0.0,2026-01-18,MiniProgram,27,1,3,delivered
ORD105549,2410,P0015,Mobile Phone,1,5900.0,5900.0,0.0,2025-12-23,Web,7,1,4,delivered
ORD105550,2244,P0039,Fashion,3,129.6,388.8,0.28,2025-11-28,MiniProgram,30,1,3,delivered
ORD105551,1246,P0006,Laptop & Accessory,1,1824.0,1824.0,0.2,2026-03-27,App,16,3,4,delivered
ORD105552,1678,P0005,Laptop & Accessory,1,4779.0,4779.0,0.19,2025-11-25,App,7,1,4,delivered
ORD105553,1466,P0015,Mobile Phone,1,5900.0,5900.0,0.0,2026-05-26,App,15,2,4,delivered
ORD105554,140,P0046,Fashion,3,81.0,243.0,0.19,2026-06-13,App,14,1,3,delivered
ORD105555,54,P0046,Fashion,3,100.0,300.0,0.0,2026-07-03,Web,9,3,2,delivered
ORD105556,2335,P0045,Fashion,3,351.0,1053.0,0.1,2025-11-05,App,7,1,2,delivered
ORD105557,1814,P0045,Fashion,3,273.0,819.0,0.3,2026-02-14,App,9,3,3,delivered
ORD105558,697,P0009,Laptop & Accessory,1,6363.0,6363.0,0.1,2025-11-03,App,23,1,4,delivered
ORD105559,3854,P0020,Mobile Phone,1,3486.0,3486.0,0.3,2025-08-17,App,16,1,2,delivered
ORD105560,591,P0046,Fashion,4,60.0,240.0,0.4,2026-05-09,App,10,1,4,delivered
ORD105561,2776,P0046,Fashion,3,100.0,300.0,0.0,2026-02-24,App,9,3,3,delivered
ORD105562,3275,P0035,Household,2,216.0,432.0,0.2,2026-05-16,Web,10,3,3,delivered
ORD105563,3624,P0016,Mobile Phone,1,5967.0,5967.0,0.1,2025-09-10,App,31,1,5,delivered
ORD105564,3621,P0018,Mobile Phone,2,945.0,1890.0,0.1,2026-08-28,Web,15,1,2,delivered
ORD105565,3313,P0011,Laptop & Accessory,1,6780.0,6780.0,0.0,2026-08-27,App,11,3,4,delivered
ORD105566,1593,P0031,Household,3,180.0,540.0,0.0,2026-01-16,Web,14,1,2,delivered
ORD105567,2365,P0011,Laptop & Accessory,1,6102.0,6102.0,0.1,2026-06-28,App,33,1,4,delivered
ORD105568,3713,P0014,Mobile Phone,1,4608.9,4608.9,0.19,2025-11-05,Web,14,1,3,delivered
ORD105569,1429,P0010,Laptop & Accessory,2,612.0,1224.0,0.1,2026-05-22,App,18,1,3,delivered
ORD105570,2593,P0018,Mobile Phone,2,945.0,1890.0,0.1,2026-07-05,App,17,1,2,delivered
ORD105571,480,P0010,Laptop & Accessory,2,428.4,856.8,0.37,2026-06-15,Web,15,1,4,delivered
ORD105572,2123,P0033,Household,3,291.6,874.8,0.19,2026-06-15,App,14,1,3,delivered
ORD105573,392,P0001,Laptop & Accessory,1,7030.0,7030.0,0.0,2026-01-15,MiniProgram,17,3,4,delivered
ORD105574,2540,P0004,Laptop & Accessory,1,3418.2,3418.2,0.19,2026-06-16,App,7,1,3,delivered
ORD105575,1228,P0008,Laptop & Accessory,1,3380.0,3380.0,0.0,2026-05-01,MiniProgram,27,1,4,delivered
ORD105576,644,P0006,Laptop & Accessory,2,1824.0,3648.0,0.2,2025-09-30,App,13,3,3,delivered
ORD105577,1128,P0066,Grocery,4,36.0,144.0,0.1,2025-09-22,App,19,1,3,delivered
ORD105578,2783,P0023,Mobile Phone,1,2946.0,2946.0,0.4,2026-06-07,Web,8,1,3,delivered
ORD105579,3928,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-03-31,App,7,1,1,delivered
ORD105580,25,P0039,Fashion,2,180.0,360.0,0.0,2026-02-10,App,15,1,1,delivered
ORD105581,499,P0026,Household,3,261.0,783.0,0.1,2026-07-18,Web,31,1,6,delayed
ORD105582,2816,P0067,Grocery,4,35.0,140.0,0.3,2026-04-16,App,14,1,3,delivered
ORD105583,2140,P0049,Others,3,270.0,810.0,0.1,2025-12-15,App,21,1,3,delivered
ORD105584,1006,P0026,Household,3,261.0,783.0,0.1,2025-12-23,App,25,1,3,delivered
ORD105585,2497,P0018,Mobile Phone,2,735.0,1470.0,0.3,2026-03-22,App,31,1,5,delivered
ORD105586,3745,P0046,Fashion,3,80.0,240.0,0.2,2026-06-01,Web,25,2,3,delivered
ORD105587,756,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-03-03,App,8,3,3,delivered
ORD105588,1703,P0013,Mobile Phone,2,1528.0,3056.0,0.2,2026-02-06,App,17,1,3,delivered
ORD105589,51,P0022,Mobile Phone,1,4445.0,4445.0,0.3,2026-05-17,App,9,1,2,delivered
ORD105590,4153,P0010,Laptop & Accessory,3,612.0,1836.0,0.1,2026-05-07,Web,32,3,4,delivered
ORD105591,3367,P0024,Mobile Phone,1,3288.6,3288.6,0.19,2026-06-18,App,16,1,4,delivered
ORD105592,1790,P0008,Laptop & Accessory,2,2366.0,4732.0,0.3,2025-08-30,App,27,1,5,delivered
ORD105593,4470,P0015,Mobile Phone,1,4720.0,4720.0,0.2,2026-05-30,App,9,1,3,delivered
ORD105594,624,P0022,Mobile Phone,1,6350.0,6350.0,0.0,2026-02-08,App,7,1,2,delivered
ORD105595,3016,P0029,Household,3,70.0,210.0,0.0,2025-09-04,App,17,1,4,delivered
ORD105596,3151,P0031,Household,3,162.0,486.0,0.1,2026-04-25,Web,14,3,3,delivered
ORD105597,3582,P0035,Household,3,243.0,729.0,0.1,2026-05-12,App,12,1,3,delivered
ORD105598,2669,P0029,Household,3,56.0,168.0,0.2,2026-02-12,App,12,1,3,delivered
ORD105599,557,P0010,Laptop & Accessory,3,489.6,1468.8,0.28,2026-06-12,Web,13,1,2,delivered
ORD105600,257,P0021,Mobile Phone,1,4600.8,4600.8,0.19,2025-11-12,App,14,1,5,delivered
ORD105601,536,P0003,Laptop & Accessory,1,6228.0,6228.0,0.1,2025-11-01,App,12,1,3,delivered
ORD105602,3717,P0010,Laptop & Accessory,3,550.8,1652.4,0.19,2025-11-24,App,13,1,3,delivered
ORD105603,1345,P0028,Household,3,273.0,819.0,0.3,2025-12-22,App,14,1,2,delivered
ORD105604,2030,P0018,Mobile Phone,2,840.0,1680.0,0.2,2026-05-03,App,32,1,6,delayed
ORD105605,68,P0038,Fashion,3,153.9,461.7,0.19,2026-06-20,App,21,1,3,delivered
ORD105606,1727,P0022,Mobile Phone,1,6350.0,6350.0,0.0,2026-05-14,Web,12,1,1,delivered
ORD105607,1376,P0006,Laptop & Accessory,2,2052.0,4104.0,0.1,2025-10-19,Web,14,3,3,delivered
ORD105608,1965,P0035,Household,3,243.0,729.0,0.1,2025-12-01,App,9,1,2,delivered
ORD105609,1216,P0007,Laptop & Accessory,1,5250.0,5250.0,0.3,2025-10-12,App,35,1,4,delivered
ORD105610,191,P0009,Laptop & Accessory,1,7070.0,7070.0,0.0,2026-04-28,App,13,1,3,delivered
ORD105611,115,P0030,Household,3,316.8,950.4,0.28,2025-11-06,App,16,3,4,delivered
ORD105612,4179,P0026,Household,3,290.0,870.0,0.0,2026-02-13,Web,14,3,4,delivered
ORD105613,2275,P0019,Mobile Phone,1,5346.0,5346.0,0.1,2026-06-12,Web,7,1,4,delivered
ORD105614,2454,P0008,Laptop & Accessory,1,2704.0,2704.0,0.2,2026-04-21,App,9,1,3,delivered
ORD105615,3966,P0020,Mobile Phone,1,4482.0,4482.0,0.1,2025-11-12,App,36,3,5,delivered
