user_id,customer_id,months_used,device,city_level,warehouse_dist,marital,age_group,gender,hours_app,orders_last_month,days_since_order,fav_category,followed_anchor,satisfaction,complaints,coupons_used
1209,52599,6,Pad,3,8,Single,3,Female,3,1,7,Laptop & Accessory,9,4,0,1
1210,52651,27,Mobile Phone,1,13,Married,3,Female,3,1,7,Laptop & Accessory,5,1,0,1
1211,52686,9,Mobile Phone,3,16,Married,4,Female,3,1,7,Laptop & Accessory,2,3,1,0
1212,52716,23,Pad,1,20,Married,3,Male,3,1,7,Laptop & Accessory,9,4,0,0
1213,52758,3,PC,1,7,Married,3,Male,3,1,7,Mobile Phone,2,4,0,1
1214,52792,7,Mobile Phone,3,34,Married,4,Female,3,1,7,Laptop & Accessory,2,3,0,1
1215,52809,4,Pad,1,11,Single,3,Male,3,1,7,Laptop & Accessory,1,5,0,1
1216,50075,11,Mobile Phone,1,35,Divorced,3,Male,2,1,7,Laptop & Accessory,4,2,0,0
1217,50088,3,Pad,3,26,Single,3,Female,2,1,7,Laptop & Accessory,2,3,0,1
1218,50191,16,Pad,1,14,Single,3,Female,2,1,7,Household,1,2,0,0
1219,50215,3,Mobile Phone,3,14,Divorced,3,Female,2,1,7,Laptop & Accessory,2,4,0,0
1220,50219,2,Mobile Phone,3,16,Married,4,Female,2,1,7,Laptop & Accessory,2,4,1,0
1221,50237,7,PC,1,16,Divorced,2,Female,2,1,7,Household,4,3,1,0
1222,50252,24,PC,3,20,Divorced,3,Female,2,1,7,Laptop & Accessory,5,2,0,0
1223,50279,14,Mobile Phone,3,6,Divorced,2,Male,2,1,7,Fashion,2,5,0,1
1224,50325,12,Pad,1,14,Divorced,3,Female,2,1,7,Mobile Phone,2,3,0,0
1225,50408,23,Mobile Phone,3,20,Single,3,Male,2,1,7,Laptop & Accessory,3,5,0,0
1226,50413,3,Pad,1,16,Married,3,Male,2,1,7,Fashion,2,5,0,1
1227,50430,3,Mobile Phone,1,13,Single,4,Female,2,1,7,Laptop & Accessory,9,5,0,1
1228,50552,8,PC,1,27,Divorced,3,Female,2,1,7,Laptop & Accessory,2,2,1,0
1229,50553,22,Mobile Phone,1,14,Divorced,3,Female,2,1,7,Fashion,5,4,0,0
1230,50561,3,Pad,3,6,Single,4,Male,2,1,7,Laptop & Accessory,2,5,0,1
1231,50581,12,Mobile Phone,3,8,Single,1,Male,2,1,7,Fashion,1,3,0,1
1232,50584,9,Pad,3,14,Married,3,Male,2,1,7,Laptop & Accessory,5,2,0,1
1233,50595,23,PC,3,10,Single,3,Female,2,1,7,Laptop & Accessory,2,2,1,1
1234,50664,1,PC,1,16,Single,3,Female,2,1,7,Laptop & Accessory,4,3,0,1
1235,50716,7,PC,1,6,Divorced,4,Male,2,1,7,Household,7,3,0,1
1236,50719,3,PC,1,9,Divorced,1,Male,2,1,7,Mobile Phone,2,2,0,1
1237,50757,5,Pad,1,8,Single,3,Female,2,1,7,Laptop & Accessory,5,3,1,1
1238,50776,9,Pad,1,9,Divorced,3,Male,2,1,7,Mobile Phone,2,4,0,1
1239,50825,12,PC,1,24,Single,3,Male,2,1,7,Laptop & Accessory,1,3,0,0
1240,50839,11,Mobile Phone,3,8,Married,3,Female,2,1,7,Laptop & Accessory,4,5,0,0
1241,50905,13,Pad,1,15,Married,3,Male,2,1,7,Laptop & Accessory,4,3,0,1
1242,50930,22,Mobile Phone,1,13,Married,3,Male,2,1,7,Fashion,4,4,0,0
1243,50966,2,Mobile Phone,1,14,Married,5,Female,2,1,7,Laptop & Accessory,4,5,0,0
1244,51108,8,Mobile Phone,1,33,Married,3,Male,2,1,7,Laptop & Accessory,3,3,0,0
1245,51135,3,Mobile Phone,1,22,Married,1,Male,2,1,7,Laptop & Accessory,4,3,0,1
1246,51143,7,Pad,3,16,Married,3,Male,2,1,7,Laptop & Accessory,2,3,1,1
1247,51164,8,Pad,1,8,Married,3,Male,2,1,7,Laptop & Accessory,3,1,0,0
1248,51226,3,Mobile Phone,3,8,Single,1,Female,2,1,7,Laptop & Accessory,1,3,0,0
1249,51240,1,Pad,3,6,Married,4,Male,2,1,7,Laptop & Accessory,2,1,1,0
1250,51249,7,Pad,1,14,Married,4,Female,2,1,7,Laptop & Accessory,2,4,1,1
1251,51269,3,PC,3,15,Single,3,Male,2,1,7,Laptop & Accessory,2,1,0,0
1252,51305,12,PC,1,30,Single,3,Male,2,1,7,Laptop & Accessory,8,1,0,1
1253,51326,8,Mobile Phone,2,32,Single,3,Female,2,1,7,Fashion,2,1,1,1
1254,51342,12,Mobile Phone,1,12,Married,4,Male,2,1,7,Fashion,5,5,0,1
1255,51389,3,Pad,3,14,Single,3,Male,2,1,7,Fashion,2,3,0,1
1256,51404,4,Mobile Phone,1,13,Married,3,Male,2,1,7,Laptop & Accessory,4,1,0,0
1257,51405,13,Mobile Phone,1,6,Married,4,Male,2,1,7,Laptop & Accessory,2,3,0,0
1258,51490,5,Pad,3,15,Married,5,Male,2,1,7,Laptop & Accessory,1,1,0,0
1259,51514,11,Mobile Phone,3,6,Single,4,Female,2,1,7,Laptop & Accessory,5,1,0,0
1260,51545,11,Mobile Phone,1,35,Married,3,Male,2,1,7,Laptop & Accessory,4,1,0,0
1261,51558,3,Pad,3,26,Single,3,Female,2,1,7,Laptop & Accessory,2,3,0,1
1262,51661,16,Pad,1,14,Single,3,Female,2,1,7,Household,1,1,0,0
1263,51685,3,Mobile Phone,3,14,Married,3,Female,2,1,7,Laptop & Accessory,2,4,0,0
1264,51689,2,Mobile Phone,3,16,Married,4,Female,2,1,7,Laptop & Accessory,2,4,1,1
1265,51707,7,PC,1,16,Married,1,Female,2,1,7,Household,4,3,1,0
1266,51722,24,PC,3,20,Married,3,Female,2,1,7,Laptop & Accessory,5,1,0,1
1267,51749,14,Mobile Phone,3,6,Married,1,Male,2,1,7,Fashion,2,5,0,1
1268,51795,12,Pad,1,14,Married,3,Female,2,1,7,Mobile Phone,2,3,0,1
1269,51878,23,Mobile Phone,3,20,Single,3,Male,2,1,7,Laptop & Accessory,3,5,0,1
1270,51883,3,Pad,1,16,Married,3,Male,2,1,7,Fashion,2,5,0,0
1271,51900,3,Mobile Phone,1,13,Single,4,Female,2,1,7,Laptop & Accessory,9,5,0,1
1272,52022,8,PC,1,27,Married,3,Female,2,1,7,Laptop & Accessory,2,1,1,0
1273,52023,22,Mobile Phone,1,14,Married,3,Female,2,1,7,Fashion,5,4,0,0
1274,52031,3,Pad,3,6,Single,4,Male,2,1,7,Laptop & Accessory,2,5,0,0
1275,52051,12,Mobile Phone,3,8,Single,1,Male,2,1,7,Fashion,1,3,0,0
1276,52054,9,Pad,3,14,Married,3,Male,2,1,7,Laptop & Accessory,5,1,0,1
1277,52065,23,PC,3,10,Single,3,Female,2,1,7,Laptop & Accessory,2,1,1,1
1278,52134,1,PC,1,16,Single,3,Female,2,1,7,Laptop & Accessory,4,3,0,0
1279,52186,7,PC,1,6,Married,4,Male,2,1,7,Household,7,3,0,1
1280,52189,3,PC,1,9,Married,1,Male,2,1,7,Mobile Phone,2,1,0,1
1281,52227,5,Pad,1,8,Single,3,Female,2,1,7,Laptop & Accessory,5,3,1,1
1282,52246,9,Pad,1,9,Married,3,Male,2,1,7,Mobile Phone,2,4,0,0
1283,52295,12,PC,1,24,Single,3,Male,2,1,7,Laptop & Accessory,1,3,0,1
1284,52309,11,Mobile Phone,3,8,Married,3,Female,2,1,7,Laptop & Accessory,4,5,0,0
1285,52375,13,Pad,1,15,Married,3,Male,2,1,7,Laptop & Accessory,4,3,0,0
1286,52400,22,Mobile Phone,1,13,Married,3,Male,2,1,7,Fashion,4,4,0,0
1287,52436,2,Mobile Phone,1,14,Married,5,Female,2,1,7,Laptop & Accessory,4,5,0,1
1288,52578,8,Mobile Phone,1,33,Married,3,Male,2,1,7,Laptop & Accessory,3,3,0,1
1289,52605,3,Mobile Phone,1,22,Married,1,Male,2,1,7,Laptop & Accessory,4,3,0,1
1290,52613,7,Pad,3,16,Married,3,Male,2,1,7,Laptop & Accessory,2,3,1,1
1291,52634,8,Pad,1,8,Married,3,Male,2,1,7,Laptop & Accessory,3,1,0,1
1292,52696,3,Mobile Phone,3,8,Single,1,Female,2,1,7,Laptop & Accessory,1,3,0,0
1293,52710,1,Pad,3,7,Married,4,Male,2,1,7,Laptop & Accessory,2,1,1,1
1294,52719,7,Pad,1,14,Married,4,Female,2,1,7,Laptop & Accessory,2,4,1,1
1295,52739,3,PC,3,15,Single,3,Male,2,1,7,Laptop & Accessory,2,1,0,1
1296,52775,12,PC,1,30,Single,3,Male,2,1,7,Laptop & Accessory,8,1,0,0
1297,52796,8,Mobile Phone,2,32,Single,3,Female,2,1,7,Fashion,2,1,1,1
1298,52812,12,Mobile Phone,1,12,Married,4,Male,2,1,7,Fashion,5,5,0,0
1299,50470,2,PC,1,29,Divorced,1,Male,0,1,7,Household,2,3,0,1
1300,50749,9,PC,1,12,Married,5,Male,0,1,7,Household,2,3,0,0
1301,51031,12,PC,1,9,Married,4,Male,0,1,7,Laptop & Accessory,1,3,0,0
1302,51136,5,Pad,1,11,Single,3,Male,0,1,7,Household,3,4,0,1
1303,51141,6,Pad,1,10,Married,3,Male,0,1,7,Laptop & Accessory,6,4,0,0
1304,51940,2,PC,1,29,Married,1,Male,0,1,7,Household,2,3,0,1
1305,52219,9,PC,1,12,Married,5,Male,0,1,7,Household,2,3,0,1
1306,52501,12,PC,1,9,Married,4,Male,0,1,7,Laptop & Accessory,1,3,0,0
1307,52606,5,Pad,1,11,Single,3,Male,0,1,7,Household,3,4,0,1
1308,52611,6,Pad,1,10,Married,3,Male,0,1,7,Laptop & Accessory,6,4,0,0
1309,50022,23,Mobile Phone,1,29,Divorced,3,Female,3,15,6,Fashion,2,2,0,11
1310,51472,23,Mobile Phone,1,29,Married,3,Female,3,15,6,Fashion,2,1,0,10
1311,50672,3,PC,1,10,Divorced,3,Male,2,5,6,Mobile Phone,2,2,1,5
1312,52142,3,PC,1,10,Married,3,Male,2,5,6,Mobile Phone,2,1,1,4
1313,50665,7,Mobile Phone,2,6,Divorced,4,Male,3,3,6,Fashion,10,5,0,2
1314,52135,7,Mobile Phone,2,6,Married,4,Male,3,3,6,Fashion,10,5,0,2
1315,52816,5,Mobile Phone,3,7,Single,4,Female,4,2,6,Laptop & Accessory,10,2,1,2
1316,53619,8,Mobile Phone,1,22,Divorced,4,Female,4,2,6,Fashion,3,2,0,1
1317,54161,5,Mobile Phone,3,7,Single,4,Female,4,2,6,Laptop & Accessory,10,1,1,1
1318,55089,8,Mobile Phone,1,22,Married,4,Female,4,2,6,Fashion,3,1,0,1
1319,52908,1,PC,1,7,Single,4,Male,3,2,6,Mobile Phone,2,3,0,1
1320,54378,1,PC,1,7,Single,4,Male,3,2,6,Mobile Phone,2,3,0,1
1321,50019,3,Pad,1,13,Single,5,Male,3,1,6,Laptop & Accessory,2,3,1,1
1322,51457,3,Pad,1,13,Single,5,Male,3,1,6,Laptop & Accessory,2,3,1,1
1323,50157,15,PC,3,6,Divorced,3,Male,2,11,6,Laptop & Accessory,2,3,0,8
1324,51627,15,PC,3,6,Married,3,Male,1,11,6,Laptop & Accessory,2,3,0,6
1325,50840,7,Mobile Phone,3,21,Single,3,Female,3,9,6,Laptop & Accessory,2,5,0,6
1326,52310,7,Mobile Phone,3,21,Single,3,Female,3,9,6,Laptop & Accessory,2,5,0,4
1327,53381,5,Mobile Phone,1,19,Divorced,4,Female,3,9,6,Laptop & Accessory,2,2,1,6
1328,54851,5,Mobile Phone,1,19,Married,4,Female,3,9,6,Laptop & Accessory,2,1,1,7
1329,50826,4,Pad,3,8,Married,3,Female,2,9,6,Fashion,2,3,1,4
1330,52296,4,Pad,3,8,Married,3,Female,2,9,6,Fashion,2,3,1,8
1331,53459,14,Mobile Phone,3,33,Divorced,4,Male,4,8,6,Laptop & Accessory,3,5,0,6
1332,54929,14,Mobile Phone,3,33,Married,4,Male,4,8,6,Laptop & Accessory,3,5,0,4
1333,50960,7,Mobile Phone,3,6,Divorced,4,Male,3,8,6,Fashion,2,3,1,7
1334,52430,7,Mobile Phone,3,7,Married,4,Male,3,8,6,Fashion,2,3,1,7
1335,52952,12,Pad,3,9,Divorced,5,Male,3,8,6,Laptop & Accessory,5,2,0,7
1336,53303,2,Mobile Phone,3,9,Divorced,4,Female,3,8,6,Laptop & Accessory,3,4,1,8
1337,53635,2,Pad,1,7,Divorced,6,Female,3,8,6,Laptop & Accessory,2,2,0,8
1338,54422,12,Pad,3,9,Married,5,Male,3,8,6,Laptop & Accessory,5,1,0,5
1339,54773,2,Mobile Phone,3,9,Married,4,Female,3,8,6,Laptop & Accessory,3,4,1,7
1340,55105,2,Pad,1,8,Married,6,Female,3,8,6,Laptop & Accessory,2,1,0,8
1341,50990,21,PC,1,14,Married,3,Female,3,7,6,Household,9,5,0,7
1342,52460,21,PC,1,14,Married,3,Female,3,7,6,Household,9,5,0,6
1343,51000,12,Mobile Phone,3,12,Married,1,Male,2,7,6,Fashion,3,3,0,4
1344,52470,12,Mobile Phone,3,12,Married,1,Male,2,7,6,Fashion,3,3,0,3
1345,51158,6,PC,1,14,Married,1,Male,0,7,6,Household,7,5,0,6
1346,51262,3,PC,1,6,Single,3,Male,0,7,6,Household,1,5,0,3
1347,52628,6,PC,1,14,Married,1,Male,0,7,6,Household,7,5,0,3
1348,52732,3,PC,1,7,Single,3,Male,0,7,6,Household,1,5,0,7
1349,52843,27,PC,3,13,Divorced,4,Male,3,5,6,Laptop & Accessory,4,3,1,1
1350,53834,19,Pad,3,33,Married,5,Male,3,5,6,Laptop & Accessory,3,5,0,1
1351,54313,27,PC,3,13,Married,4,Male,3,5,6,Laptop & Accessory,4,3,1,1
1352,55304,19,Pad,3,33,Married,5,Male,3,5,6,Laptop & Accessory,3,5,0,4
1353,53792,6,Mobile Phone,1,12,Married,5,Female,4,3,6,Laptop & Accessory,5,4,0,2
1354,55262,6,Mobile Phone,1,12,Married,5,Female,4,3,6,Laptop & Accessory,5,4,0,2
1355,50427,12,Mobile Phone,2,9,Divorced,2,Female,2,3,6,Laptop & Accessory,10,4,0,3
1356,51897,12,Mobile Phone,2,9,Married,1,Female,2,3,6,Laptop & Accessory,10,4,0,2
1357,51351,5,Pad,1,8,Single,3,Male,0,3,6,Household,1,1,0,1
1358,53141,5,Mobile Phone,3,9,Single,4,Male,4,2,6,Laptop & Accessory,6,2,1,2
1359,53191,6,Mobile Phone,1,16,Divorced,4,Female,4,2,6,Laptop & Accessory,3,2,1,2
1360,53947,12,Pad,1,9,Married,5,Female,4,2,6,Mobile Phone,6,4,0,1
1361,54177,6,Mobile Phone,1,12,Married,2,Male,4,2,6,Mobile Phone,2,4,1,2
1362,54611,5,Mobile Phone,3,9,Single,4,Male,4,2,6,Laptop & Accessory,6,1,1,2
1363,54661,6,Mobile Phone,1,16,Married,4,Female,4,2,6,Laptop & Accessory,3,1,1,2
1364,55417,12,Pad,1,9,Married,5,Female,4,2,6,Mobile Phone,6,4,0,1
1365,52910,28,Mobile Phone,3,10,Divorced,4,Female,3,2,6,Laptop & Accessory,4,5,0,2
1366,52943,3,PC,1,22,Single,4,Male,3,2,6,Mobile Phone,3,2,0,1
1367,52958,1,Pad,1,12,Married,3,Male,3,2,6,Laptop & Accessory,3,5,0,2
1368,53209,12,Mobile Phone,3,14,Single,5,Female,3,2,6,Laptop & Accessory,2,2,0,2
1369,53284,13,Mobile Phone,1,7,Divorced,4,Female,3,2,6,Laptop & Accessory,2,4,0,1
1370,53530,16,Mobile Phone,3,11,Single,4,Male,3,2,6,Laptop & Accessory,9,5,0,2
1371,53588,31,Mobile Phone,3,10,Single,5,Female,3,2,6,Laptop & Accessory,7,2,0,1
1372,53813,3,Mobile Phone,1,10,Single,4,Male,3,2,6,Mobile Phone,3,5,1,1
1373,54380,28,Mobile Phone,3,10,Married,4,Female,3,2,6,Laptop & Accessory,4,5,0,2
1374,54413,3,PC,1,22,Single,4,Male,3,2,6,Mobile Phone,3,1,0,2
1375,54428,1,Pad,1,12,Married,2,Male,3,2,6,Laptop & Accessory,3,5,0,2
1376,54679,12,Mobile Phone,3,14,Single,5,Female,3,2,6,Laptop & Accessory,2,1,0,2
1377,54754,13,Mobile Phone,1,7,Married,4,Female,3,2,6,Laptop & Accessory,2,4,0,2
1378,55000,16,Mobile Phone,3,11,Single,4,Male,3,2,6,Laptop & Accessory,9,5,0,2
1379,55058,31,Mobile Phone,3,10,Single,5,Female,3,2,6,Laptop & Accessory,7,1,0,1
1380,55283,3,Mobile Phone,1,10,Single,4,Male,3,2,6,Mobile Phone,3,5,1,1
1381,50027,8,Mobile Phone,3,6,Divorced,3,Male,3,1,6,Fashion,2,4,0,1
1382,51200,2,Mobile Phone,1,35,Married,5,Male,3,1,6,Laptop & Accessory,9,3,0,1
1383,51497,8,Mobile Phone,3,6,Married,3,Male,3,1,6,Fashion,2,4,0,0
1384,52670,2,Mobile Phone,1,35,Married,5,Male,3,1,6,Laptop & Accessory,9,3,0,0
1385,50276,12,Pad,1,6,Married,3,Male,2,1,6,Others,2,3,1,0
1386,50354,7,PC,3,19,Divorced,3,Male,2,1,6,Household,2,3,0,1
1387,50370,7,PC,3,14,Married,3,Female,2,1,6,Household,2,3,1,1
1388,50487,8,Mobile Phone,1,13,Single,3,Male,2,1,6,Fashion,4,3,0,0
1389,50834,7,Mobile Phone,1,15,Married,3,Male,2,1,6,Fashion,1,2,0,1
1390,51066,5,Mobile Phone,1,8,Married,3,Male,2,1,6,Laptop & Accessory,1,4,0,0
1391,51746,12,Pad,1,6,Married,3,Male,2,1,6,Others,2,3,1,0
1392,51824,7,PC,3,19,Married,3,Male,2,1,6,Household,2,3,0,1
1393,51840,7,PC,3,14,Married,3,Female,2,1,6,Household,2,3,1,1
1394,51957,8,Mobile Phone,1,13,Single,3,Male,2,1,6,Fashion,4,3,0,0
1395,52304,7,Mobile Phone,1,15,Married,3,Male,2,1,6,Fashion,1,1,0,0
1396,52536,5,Mobile Phone,1,8,Married,3,Male,2,1,6,Laptop & Accessory,1,4,0,1
1397,50061,6,PC,1,20,Divorced,3,Female,0,1,6,Household,2,4,0,0
1398,51531,6,PC,1,20,Married,3,Female,0,1,6,Household,2,4,0,1
1399,52984,1,Mobile Phone,3,11,Single,5,Male,3,8,5,Laptop & Accessory,3,2,1,8
1400,54454,1,Mobile Phone,3,11,Single,5,Male,3,8,5,Laptop & Accessory,3,1,1,5
1401,52950,1,Pad,1,36,Single,5,Male,4,2,5,Mobile Phone,2,4,0,2
1402,53069,1,Pad,3,26,Single,3,Male,4,2,5,Laptop & Accessory,10,2,1,2
1403,53073,1,Pad,1,10,Single,4,Male,4,2,5,Mobile Phone,2,5,0,1
1404,53105,1,Mobile Phone,3,7,Single,4,Female,4,2,5,Mobile Phone,3,4,1,2
1405,53259,19,Mobile Phone,1,9,Divorced,4,Male,4,2,5,Others,7,5,1,2
1406,53988,1,PC,2,27,Married,4,Female,4,2,5,Mobile Phone,2,4,1,1
1407,54420,1,Pad,1,36,Single,5,Male,4,2,5,Mobile Phone,2,4,0,1
1408,54539,1,Pad,3,26,Single,2,Male,4,2,5,Laptop & Accessory,10,1,1,1
1409,54543,1,Pad,1,10,Single,4,Male,4,2,5,Mobile Phone,2,5,0,1
1410,54575,1,Mobile Phone,3,7,Single,4,Female,4,2,5,Mobile Phone,3,4,1,1
1411,54729,19,Mobile Phone,1,9,Married,4,Male,4,2,5,Others,7,5,1,2
1412,55458,1,PC,2,27,Married,4,Female,4,2,5,Mobile Phone,2,4,1,1
1413,52841,1,Mobile Phone,1,16,Single,4,Female,3,2,5,Mobile Phone,9,5,0,2
1414,52905,1,Mobile Phone,1,10,Single,4,Female,3,2,5,Mobile Phone,7,5,1,2
1415,52925,1,PC,1,21,Divorced,4,Male,3,2,5,Mobile Phone,7,2,1,1
1416,53803,2,Mobile Phone,1,9,Married,4,Male,3,2,5,Laptop & Accessory,6,4,0,1
1417,54301,1,Mobile Phone,1,16,Single,4,Female,3,2,5,Mobile Phone,9,5,0,2
1418,54375,1,Mobile Phone,1,10,Single,4,Female,3,2,5,Mobile Phone,7,5,1,1
1419,54395,1,PC,1,21,Married,4,Male,3,2,5,Mobile Phone,7,1,1,2
1420,55273,2,Mobile Phone,1,9,Married,4,Male,3,2,5,Laptop & Accessory,6,4,0,2
1421,50001,4,Mobile Phone,3,6,Single,3,Female,3,1,5,Laptop & Accessory,9,2,1,1
1422,50804,7,Mobile Phone,1,21,Divorced,3,Female,3,1,5,Fashion,2,2,0,0
1423,51346,4,Mobile Phone,3,6,Single,3,Female,3,1,5,Laptop & Accessory,9,1,1,0
1424,52274,7,Mobile Phone,1,21,Married,3,Female,3,1,5,Fashion,2,1,0,0
1425,50093,7,PC,1,6,Single,3,Male,2,1,5,Household,1,3,0,0
1426,51563,7,PC,1,6,Single,3,Male,2,1,5,Household,1,3,0,0
1427,51171,14,Mobile Phone,3,10,Married,3,Female,2,13,5,Fashion,1,3,1,8
1428,52641,14,Mobile Phone,3,10,Married,3,Female,2,13,5,Fashion,1,3,1,11
1429,54100,14,Pad,1,18,Married,4,Female,4,10,5,Laptop & Accessory,3,3,0,4
1430,55570,14,Pad,1,18,Married,4,Female,4,10,5,Laptop & Accessory,3,3,0,8
1431,51439,19,Pad,1,6,Married,4,Male,2,9,5,Fashion,3,5,1,4
1432,50566,4,Mobile Phone,1,18,Divorced,3,Female,2,8,5,Laptop & Accessory,1,2,1,5
1433,52036,4,Mobile Phone,1,18,Married,3,Female,2,8,5,Laptop & Accessory,1,1,1,6
1434,50644,13,Mobile Phone,3,32,Divorced,3,Male,3,7,5,Laptop & Accessory,2,5,0,5
1435,52114,13,Mobile Phone,3,32,Married,3,Male,3,7,5,Laptop & Accessory,2,5,0,3
1436,50137,11,Pad,3,8,Divorced,4,Male,2,7,5,Laptop & Accessory,4,2,0,6
1437,50488,1,PC,3,8,Divorced,3,Female,2,7,5,Laptop & Accessory,2,4,1,7
1438,50820,1,Pad,1,6,Divorced,5,Female,2,7,5,Laptop & Accessory,1,2,0,7
1439,51607,11,Pad,3,8,Married,4,Male,2,7,5,Laptop & Accessory,4,1,0,4
1440,51958,1,PC,3,8,Married,3,Female,2,7,5,Laptop & Accessory,2,4,1,6
1441,52290,1,Pad,1,7,Married,5,Female,2,7,5,Laptop & Accessory,1,1,0,7
1442,53687,1,Mobile Phone,3,17,Divorced,5,Female,4,5,5,Laptop & Accessory,3,2,1,3
1443,55157,1,Mobile Phone,3,17,Married,5,Female,4,5,5,Laptop & Accessory,3,1,1,2
1444,52856,24,Mobile Phone,1,18,Single,4,Female,3,5,5,Others,5,4,0,3
1445,53093,4,Mobile Phone,3,19,Single,4,Female,3,5,5,Laptop & Accessory,2,3,0,4
1446,54326,24,Mobile Phone,1,18,Single,4,Female,3,5,5,Others,5,4,0,1
1447,54563,4,Mobile Phone,3,19,Single,4,Female,3,5,5,Laptop & Accessory,2,3,0,4
1448,54130,13,Mobile Phone,3,10,Married,5,Female,4,4,5,Fashion,2,1,0,4
1449,55600,13,Mobile Phone,3,10,Married,5,Female,4,4,5,Fashion,2,1,0,1
1450,53331,1,Pad,1,11,Divorced,5,Male,3,4,5,Mobile Phone,2,2,0,1
1451,54801,1,Pad,1,11,Married,5,Male,3,4,5,Mobile Phone,2,1,0,1
1452,50028,7,PC,3,12,Divorced,3,Male,2,4,5,Laptop & Accessory,3,3,1,1
1453,51019,18,Pad,3,32,Married,4,Male,2,4,5,Laptop & Accessory,2,5,0,3
1454,51498,7,PC,3,12,Married,3,Male,2,4,5,Laptop & Accessory,3,3,1,4
1455,52489,18,Pad,3,32,Married,4,Male,2,4,5,Laptop & Accessory,2,5,0,3
1456,52963,2,PC,1,16,Divorced,4,Male,4,2,5,Mobile Phone,3,2,0,2
1457,53011,1,Mobile Phone,3,9,Single,4,Male,4,2,5,Laptop & Accessory,3,3,1,2
1458,53022,1,Pad,3,7,Divorced,4,Male,4,2,5,Laptop & Accessory,2,4,1,1
1459,53031,11,Mobile Phone,1,12,Married,4,Male,4,2,5,Laptop & Accessory,9,2,0,1
1460,53119,21,Mobile Phone,1,9,Married,4,Female,4,2,5,Laptop & Accessory,7,2,0,1
1461,53166,1,Mobile Phone,3,35,Divorced,4,Male,4,2,5,Laptop & Accessory,3,4,0,2
1462,53212,1,Pad,3,10,Married,3,Female,4,2,5,Laptop & Accessory,3,2,1,2
1463,53266,28,Mobile Phone,1,26,Married,4,Female,4,2,5,Laptop & Accessory,11,5,1,1
1464,53320,2,Mobile Phone,2,15,Married,5,Male,4,2,5,Mobile Phone,3,2,0,1
1465,53510,2,Mobile Phone,1,9,Divorced,5,Male,4,2,5,Mobile Phone,2,4,0,1
1466,53526,9,Mobile Phone,2,15,Single,4,Male,4,2,5,Mobile Phone,3,3,0,1
1467,53535,4,Mobile Phone,3,17,Divorced,5,Male,4,2,5,Laptop & Accessory,3,3,0,2
1468,53708,1,PC,1,18,Divorced,4,Male,4,2,5,Mobile Phone,2,5,0,2
1469,53874,13,Mobile Phone,1,10,Married,2,Male,4,2,5,Laptop & Accessory,8,5,0,2
1470,53880,7,Mobile Phone,3,9,Married,4,Male,4,2,5,Laptop & Accessory,3,1,0,2
1471,53906,9,Pad,1,9,Single,5,Male,4,2,5,Mobile Phone,2,1,1,2
1472,53908,1,Mobile Phone,1,16,Married,2,Male,4,2,5,Mobile Phone,3,3,0,1
1473,53939,1,Mobile Phone,1,15,Single,4,Female,4,2,5,Mobile Phone,3,1,0,2
1474,53945,23,Mobile Phone,3,18,Single,4,Female,4,2,5,Laptop & Accessory,5,1,0,1
1475,53957,15,PC,1,16,Married,4,Male,4,2,5,Mobile Phone,3,5,0,2
1476,54027,29,Mobile Phone,1,9,Married,5,Male,4,2,5,Mobile Phone,10,1,0,1
1477,54035,11,Mobile Phone,1,14,Married,4,Male,4,2,5,Laptop & Accessory,7,5,1,1
1478,54071,9,Mobile Phone,3,25,Married,4,Male,4,2,5,Laptop & Accessory,2,5,0,1
1479,54097,28,Mobile Phone,1,17,Single,4,Female,4,2,5,Laptop & Accessory,8,5,1,1
1480,54099,1,Mobile Phone,1,19,Single,4,Male,4,2,5,Mobile Phone,3,1,0,2
1481,54151,3,Mobile Phone,1,35,Single,5,Female,4,2,5,Mobile Phone,3,5,0,1
1482,54196,17,Mobile Phone,1,9,Married,2,Female,4,2,5,Mobile Phone,3,3,0,2
1483,54232,3,Mobile Phone,1,9,Married,4,Male,4,2,5,Mobile Phone,2,4,0,2
1484,54304,4,Mobile Phone,1,25,Single,4,Female,4,2,5,Mobile Phone,3,3,0,2
1485,54309,15,PC,1,16,Married,4,Male,4,2,5,Mobile Phone,4,5,0,1
1486,54433,2,PC,1,16,Married,4,Male,4,2,5,Mobile Phone,3,1,0,2
1487,54481,1,Mobile Phone,3,9,Single,4,Male,4,2,5,Laptop & Accessory,3,3,1,1
1488,54492,1,Pad,3,7,Married,4,Male,4,2,5,Laptop & Accessory,2,4,1,1
1489,54501,11,Mobile Phone,1,12,Married,4,Male,4,2,5,Laptop & Accessory,9,1,0,2
1490,54589,21,Mobile Phone,1,9,Married,4,Female,4,2,5,Laptop & Accessory,7,1,0,1
1491,54636,1,Mobile Phone,3,35,Married,4,Male,4,2,5,Laptop & Accessory,3,4,0,1
1492,54682,1,Pad,3,10,Married,2,Female,4,2,5,Laptop & Accessory,3,1,1,2
1493,54736,28,Mobile Phone,1,26,Married,4,Female,4,2,5,Laptop & Accessory,11,5,1,1
1494,54790,2,Mobile Phone,2,15,Married,5,Male,4,2,5,Mobile Phone,3,1,0,2
1495,54980,2,Mobile Phone,1,9,Married,5,Male,4,2,5,Mobile Phone,2,4,0,1
1496,54996,9,Mobile Phone,2,15,Single,4,Male,4,2,5,Mobile Phone,3,3,0,1
